Title,Rating,Votes,Duration,Genre
Chosen One: Alexandre Daigle,7.1,170,48,documentary
Ray of Hope,7,10,105,documentary
Uma Nêspera no Cu - Um Documentário,7.2,14,83,documentary
A Year in the Life of a Country,7.2,13,85,documentary
Operation Arctic Cure,6.2,39,44,documentary
Aitana Bonmatí,6.3,10,90,documentary
Mário,7.4,16,120,documentary
Carnalismo,5.4,5,66,documentary
My Way,7.4,28,78,documentary
Bullyish,3.2,28,65,documentary
"Armenia, My Home",6.4,36,56,documentary
Naima,8.4,5,95,documentary
Paul Anka: His Way,7.3,11,100,documentary
Bergfahrt - Reise zu den Riesen,6.6,15,97,documentary
Château Rouge,6.4,17,107,documentary
"Steven Spielberg, l'homme et l'enfant",6.4,14,56,documentary
Conversion,8.5,18,90,documentary
Il ricercatore,5.8,7,71,documentary
Anytime,8.9,20,62,documentary
Tratado de invisibilidad,7.5,11,85,documentary
Barnen från Camp Ashraf,5.4,19,88,documentary
The Koalas,8.4,7,91,documentary
Create or Die,7.8,7,68,documentary
Unclickable,7.1,61,74,documentary
An Emperor's Jewel: The Making of the Bulgari Hotel Roma,7.8,44,62,documentary
Generation Terror,7.2,14,101,documentary
My Life with the Living Dead,7.6,12,71,documentary
Kentucky Cryptids,7.7,7,50,documentary
On the Trail of Bigfoot: Land of the Missing,6.6,17,77,documentary
In Between These Mountains,6.9,26,80,documentary
"Por ti, Portugal, eu juro!",7.6,5,98,documentary
In Inima Nationalei,7.8,199,103,documentary
The Truth: The Journey Within,7.2,8,91,documentary
Harta Tahta Raisa,4,71,110,documentary
Reba McEntire: Country Gold,7.5,10,60,documentary
Thakerati Maleaa Bel Ashbah,8.1,9,74,documentary
Maia - Portret cu mâini,7.9,14,90,documentary
The Universe in a Grain of Sand,8.2,5,73,documentary
Kai Jones' Falling into Place,8.3,14,59,documentary
Trump 2024,2.2,12,50,documentary
Mad Props,6.8,31,90,documentary
KillJoy,6.3,69,79,documentary
"Imbroda, el legado del maestro",8,9,90,documentary
Echte Schweizer - My Swiss Army,6.9,30,78,documentary
Rave,6.5,20,85,documentary
The 1957 Transcripts,7.9,7,72,documentary
The Silence of My Hands,5.7,6,80,documentary
One Bullet,8.8,7,93,documentary
Pipe Dream,7.7,14,49,documentary
Last Chance to Save A Life,9.2,5,54,documentary
The Future of the Monarchy,4.4,24,45,documentary
El Arte de los Analfabetos,6.5,26,50,documentary
Woman of God,7.3,7,98,documentary
Keith Robinson: Different Strokes,6.5,193,53,documentary
Acordo com Lampião? Só na Boca do Fuzil!,8.2,16,89,documentary
La bataille de Saint-Léonard,8.1,27,108,documentary
The Spoils: Selling the Future of American Basketball,6,6,87,documentary
The Ultimate Stack,6.1,10,90,documentary
Of Caravan and the Dogs,8.1,30,90,documentary
From Abdul to Leila,6.9,15,92,documentary
School for Hope,9.4,14,82,documentary
Half-Life 2: 20th Anniversary Documentary,7.6,171,121,documentary
Aliens Uncovered: UFOs Over Arizona,8.4,16,116,documentary
Loud Love,8.6,17,87,documentary
The Fisherman and the Banker,9.3,16,85,documentary
Cent'anni,7.8,37,87,documentary
A Long Way from Heaven,9.3,16,63,documentary
Lewerentz Divine Darkness,7.8,14,70,documentary
"Was hast du gestern geträumt, Parajanov?",7.3,18,82,documentary
Science Fiction,8,6,92,documentary
Admissions Granted,7.3,29,90,documentary
Avant il n'y avait rien,5.2,31,71,documentary
Record On: The Specials - A Message to You,8,20,70,documentary
Trentatré - a Dream in the heart: Naples rises again,7.7,53,75,documentary
Sarò con te,7.6,80,108,documentary
Horror Able,6.3,22,78,documentary
Les derniers secrets de l'humanité,8,17,95,documentary
White Buffalo: An American Prophecy,7.6,58,120,documentary
Saving the Ice,7.7,402,100,documentary
Adam Sandler: From Stand Up to Grown Up,8.2,10,45,documentary
Abba: 50 Years Since Eurovision,6.7,92,50,documentary
Vino La Noche,6,14,96,documentary
Inside the Wandering Earth II,7.6,20,102,documentary
Looking for Simone,7.4,14,93,documentary
Gefährlich nah - Wenn Bären töten,7.5,47,90,documentary
Print It Black,6.7,49,86,documentary
Purple Pie Place,7.7,33,83,documentary
Anett,6,68,76,documentary
Kino Volta,8,7,85,documentary
Uruttu Factory,8.3,1800,88,documentary
Paradigma,8.3,27,104,documentary
Typisch Emil,7.6,17,120,documentary
Where Have You Been,9.8,6,89,documentary
Sauve qui peut,6.8,9,98,documentary
Alphas,6.8,17,53,documentary
Humans and Other Animals,9.6,52,84,documentary
Le Mans 55,7.5,9,90,documentary
Budda. Dzieciak '98,4.3,190,83,documentary
El karma de la reina Máxima,8.2,170,67,documentary
Weirdo: The Story of Five Eight,9.7,8,103,documentary
Dirty Dogs,6.9,27,95,documentary
"Hai, Romania!",8.1,420,98,documentary
Linford,7.3,146,89,documentary
Søstre elsker evig,8.2,40,65,documentary
Deda-Shvili an ghame ar aris arasodes bolomde bneli,7.9,29,89,documentary
Tops,8,7,70,documentary
Valentina e i MUOStri,7.6,16,80,documentary
Daughter of Genghis,6.6,74,81,documentary
Spoonful of Poison,5.3,12,110,documentary
To Close Your Eyes and See Fire,8.1,26,99,documentary
Devi,6.9,7,80,documentary
Over bevolking,7.6,5,50,documentary
Maydegol,7.1,34,73,documentary
To Be Continued. Teenhood,8.2,15,96,documentary
Im Schatten der Träume,8.2,10,90,documentary
The Three Michaels,6.8,30,84,documentary
Family Album,7.7,20,80,documentary
Troll Storm,6,48,83,documentary
The Accidental President,6.3,19,90,documentary
Send Kelp!,8.3,8,88,documentary
Mother City,7.8,7,102,documentary
Carlo Mazzacurati: Una certa idea di cinema,7.4,8,96,documentary
Giro Transversal: La Historia de Luis Pinto,8.3,21,61,documentary
The Stormtrooper Scandal,6.2,57,88,documentary
Lux Vera 6023: La Massoneria,9.4,31,110,documentary
Nord Express,7,19,93,documentary
Silent Observers,5.5,10,96,documentary
On Hold,8.2,6,50,documentary
"Davi, um cara comum da Bahia",4.3,60,86,documentary
"The Primordial Code, the Burning Essence",7.5,6,119,documentary
L'ultima isola,9,5,74,documentary
Rupture,8.2,5,52,documentary
Golo & Ritchie,6.8,103,74,documentary
Exorcismo,7.2,8,122,documentary
The Minds of Others,9.1,17,71,documentary
"Rocancourt, le film",4.7,8,85,documentary
The Dear John Letter,8.4,8,98,documentary
Kivun ja ilon työ,7.8,16,85,documentary
Jenseits von Schuld,7,20,81,documentary
Message from Sasha,5,33,54,documentary
Volonté: L'uomo dai mille volti,7.8,27,97,documentary
"Posluchaj, co chce ci powiedziec",7.5,21,77,documentary
Inter. Due Stelle sul Cuore,7.5,75,99,documentary
Before Macintosh: The Apple Lisa,5.1,19,108,documentary
Bigfoot Isn't Real,6.8,21,58,documentary
Who Killed Lawrence of Arabia?,6.5,32,100,documentary
Motherboard,7.3,33,87,documentary
We Are All in This Together,9.2,18,74,documentary
The Club That George Built,8,28,70,documentary
Tell Them About Us,7.4,23,92,documentary
When Harmattan Blows,5.8,9,80,documentary
Una estrella fugaz,8.3,12,84,documentary
Graciano Rocchigiani - Das Herz eines Boxers,9.2,51,123,documentary
V arktiku,7.4,19,108,documentary
Darklands: Are you ready to go deep?,9.4,9,83,documentary
Tapes of Revolution,9.5,6,75,documentary
Regina - kuningattaren kehä,4.4,26,84,documentary
"Salvaxe, Salvaxe",6.8,6,86,documentary
L'affût aux loups,7.3,35,82,documentary
Les dames blanches,8.8,5,62,documentary
Janet Jackson: In Control,5.5,8,60,documentary
Filmstunde_23,8.1,37,89,documentary
Voyage à Gaza,7.3,35,68,documentary
The Forest in Me,7.5,6,68,documentary
Die Schule der Frauen,6.3,17,108,documentary
Vara küps,7.3,64,86,documentary
When Elvis Met Priscilla,7.1,8,45,documentary
Sunflowers in the Rain,9.4,7,95,documentary
The American Question,7.9,123,90,documentary
The Bad Patriots,7.1,10,70,documentary
Luiz Melodia: No Coração do Brasil,7.8,34,75,documentary
Kuba,6.7,126,96,documentary
Ruigoord - Een Kosmisch Lek,8.1,16,80,documentary
Alien Experiencers,6.6,12,70,documentary
2001: Creating Kubrick's Space Odyssey,8.3,7,47,documentary
"Documerica, auto-portrait d'une nation au bord de l'abime",6.8,7,68,documentary
Un ángel llamado Rebeca,8.2,23,70,documentary
Dourgouti Town,8,27,88,documentary
Fatal Dive to the Titanic: Truth and Lies,7.6,21,81,documentary
Ari's Theme,9.2,11,99,documentary
Trust Me,8.6,7,88,documentary
Queens of Concrete,8.7,6,87,documentary
"Rust to Glory, Driving and Surviving the Budapest-Bamako Rally",9.2,45,96,documentary
Savage Beauty - Maailman suurin valoteos,9.4,8,57,documentary
Giroud,6.2,15,80,documentary
Le Dernier KO,9.5,17,69,documentary
Living Together,8.1,10,75,documentary
Why Dinosaurs?,7.7,8,93,documentary
Hranice Evropy,7.2,28,98,documentary
My Sweden - A Changing Wilderness,7.1,14,55,documentary
13 Lentes De Um Final Feliz (Documentário Completo),9.9,38,410,documentary
"Art, Beats + Lyrics",7.8,9,90,documentary
The Ending Goes Forever: The Screamfeeder Story,8.7,7,80,documentary
Wild Coast Warriors,8.4,6,90,documentary
Three Days in October,5.5,10,70,documentary
Sting Like a Bee,6.6,8,83,documentary
Cupressus,7.3,6,71,documentary
La déposition,7,27,92,documentary
Our Father Wears a Sun,7.5,28,59,documentary
Walkout,8.5,7,85,documentary
Joana Mallwitz - Momentum,7.6,22,88,documentary
Sau,7.9,67,83,documentary
"Eat, Play, Diet",8,15,75,documentary
Tussen Wal en Schip,9,10,73,documentary
Koka,7.9,7,48,documentary
Pretendo l'inferno,7.8,6,78,documentary
Eddy's oorlog,7.7,46,101,documentary
Lucía en la telaraña 5.669 días,8.6,6,137,documentary
I Hope This Helps!,9.4,5,51,documentary
Never Drop the Ball Documentary,8.8,6,60,documentary
Latreia: Oi kalt ellinikes tainies (mou),7.4,10,104,documentary
Table for Eight,5.8,9,60,documentary
We Rise,7.9,8,64,documentary
Memories of a Massacre,8.8,6,67,documentary
Fenomeno Rockets,6.7,12,100,documentary
My Epic Camel Adventure with Gordon Buchanan,7.5,14,59,documentary
Toxicily,5.4,12,78,documentary
Wild Genius,7.9,9,72,documentary
India's 1st Best Trans Model Agency,6.8,11,80,documentary
Dirty Vote,7.1,140,117,documentary
Beyond Rock Bottom,8.7,15,85,documentary
Chernobyl: Countdown to Armageddon,7.7,8,85,documentary
Take the Steps,8.3,74,83,documentary
Voice,7.8,5,92,documentary
Loxi,7.7,13,87,documentary
For Here Am I Sitting in a Tin Can Far Above the World,5.7,21,18,documentary
Temporary Shelter,8.2,10,93,documentary
Churchill's Forgotten War,7.8,12,47,documentary
Gonzo for Democracy,6.8,6,73,documentary
Striking with Pride: United at the Coalface,7.4,57,91,documentary
W zawieszeniu,5.5,12,71,documentary
2550,8.2,64,62,documentary
Leaving Jesus,7.3,68,87,documentary
The Boy and the Suit of Lights,7.2,9,81,documentary
Rabbi Capoeira,6.4,8,70,documentary
John Williams: A Legacy in Sound,6.2,27,47,documentary
Hölde - die stillen Helden vom Säntis,6.7,10,91,documentary
Red Ollero: Mabuhay Is a Lie,4.8,64,72,documentary
Eat/Sleep/Cheer/Repeat,7.2,17,87,documentary
America's First Guru,9.2,14,89,documentary
My Life with Asperger's,9.5,18,62,documentary
The Birth of Korea,4.9,130,101,documentary
Hatching Eagles,6.9,23,63,documentary
La valanga azzurra,7.6,10,90,documentary
Kamala Harris: The Next President,6.2,13,45,documentary
Thank God for the Gift,6.7,12,80,documentary
House with a Voice,8.2,15,85,documentary
12 Digit Masterstroke: The untold story of Aadhar,9.6,14,59,documentary
The Yangtze River,7.9,30,110,documentary
Volver a la luz (Back to the Light),9,6,75,documentary
Torn Asunder: Waging Alex Garland's Civil War,8.1,15,57,documentary
When Money Breaks: FTX,7.5,21,54,documentary
Requiem for a Tribe,6.6,9,70,documentary
Impasse,5.2,12,90,documentary
Válecný zpravodaj,6.8,21,78,documentary
De Tokkies: 20 Jaar Later,5.7,79,56,documentary
Billie Eilish Unfiltered,1.8,14,45,documentary
Das Phantom - Auf der Jagd nach Norman Franz,8.6,9,90,documentary
Loch Ness Monster Captured,3.4,31,45,documentary
Merman,7.2,7,85,documentary
Benvenuti in galera,7.9,10,73,documentary
World War 2: The Shipwrecks of Truk Lagoon,7,368,45,documentary
Popular tradición de esta tierra,7.4,5,98,documentary
Where We Used to Sleep,7.7,34,83,documentary
The Wolf in the Chute,9,12,33,documentary
Biden's Decision,6.1,27,113,documentary
The Real! Taylor Swift and Travis Kelce - Love Story or Anti-Hero?,2.4,42,52,documentary
Shaking It Up: The Life and Times of Liz Carpenter,8,9,77,documentary
The Chef & The Daruma,8.5,9,90,documentary
Rue du Conservatoire,7.1,24,80,documentary
Putin's Playground,6.2,24,92,documentary
The Life of Sean DeLear,7.9,15,82,documentary
Lost to Time: Unearthing the Primevals,7.6,7,45,documentary
Zhizn po vyzovu. Muzhskoy vzglyad,6.7,11,45,documentary
Joaquin Phoenix - Schauspieler der Extreme,5.8,39,52,documentary
Själen för fan,6.8,10,66,documentary
Episodes: Ukraine at the World Cup (2024),8.2,69,79,documentary
All We Carry/Lo Que Llevamos,8.9,15,88,documentary
hold on to her,6.8,14,80,documentary
"Antifa - Schulter an Schulter, wo der Staat versagte",7.8,59,93,documentary
The Lost Boys: Searching for Manhood,8,5,49,documentary
Putins Bären - Die gefährlichsten Hacker der Welt,8.6,86,65,documentary
A Sentimental Journey to the Parajanov Planet,7.4,9,80,documentary
A Frown Gone Mad,7.3,7,71,documentary
The Undergrowth,6.1,37,72,documentary
"Power, Lies & Corruption: The Hoffa Disappearance",8.7,11,60,documentary
Milliarden Mike,6.7,24,90,documentary
Your Life Without Me,8.5,23,72,documentary
Together Forever: Nanette Newman & Bryan Forbes,8.2,7,75,documentary
A Will and A Way,9.7,7,90,documentary
Kabir's Path,8.4,6,57,documentary
Pirates & Slaves,5.8,6,53,documentary
Weekend in familie,7.7,11,60,documentary
100 Yillik Armagan,7,19,46,documentary
Cyborg Generation,6,28,63,documentary
Itoiz Udako Sesioak,9,15,100,documentary
"Israël, les ministres du chaos",6.9,39,68,documentary
Der Wunsch,6.9,12,105,documentary
Operation Silence - Die Affäre Flükiger,5.3,6,94,documentary
The Ballad of John and Yoko,8.4,16,101,documentary
Death of a Saint,6.9,14,91,documentary
Hágase tu voluntad,8.1,9,98,documentary
El mètode Farrer,7.9,15,79,documentary
The Garden Cadences,3.5,13,62,documentary
"Colón ADN, su verdadero origen",6.2,49,106,documentary
Un pays en flammes,5.4,10,71,documentary
J Edgar Hoover: Addicted to Secrets,7.2,9,60,documentary
A Century in Sound,8.4,7,101,documentary
Pepe,7.3,87,85,documentary
Duexcento,8.1,8,50,documentary
Domates Biber Depresyon,7.4,7,68,documentary
Diagnonsense,7.4,10,72,documentary
Au lendemain de l'odyssée,8.6,6,85,documentary
The Pushover,4.3,15,63,documentary
Hausnummer Null,7.6,17,95,documentary
Salam,7.6,5,68,documentary
Todd & Super-Stella,7,10,82,documentary
Mostruosamente Villaggio,6.6,31,105,documentary
Brunaupark,7.3,24,91,documentary
Tumandok,6.9,11,88,documentary
Ein Traum von Revolution,7.8,8,95,documentary
The Lost Legacy of Tony Gaudio,6.6,5,73,documentary
Amy Winehouse: The Tragic Downfall,6.2,6,48,documentary
La beauté du geste,7.2,7,86,documentary
El repartidor está en camino,4.9,9,82,documentary
Kadyrov's Vertical,8.2,8,151,documentary
Devrim,6.8,45,73,documentary
Pasi Enkira Desiyanooi,4.5,107,73,documentary
Simon et Marianne,7.7,7,71,documentary
Karlos,4.8,26,87,documentary
I Wish You Were Never Born,8.8,7,47,documentary
142 hronia,7.7,18,74,documentary
Blood of the Ancient Vine,4.7,15,87,documentary
"Our dad, Danielle",8.9,16,94,documentary
Hva vi snakker om når vi snakker om musikk,8.5,9,93,documentary
Loco Ghosts,6,37,54,documentary
8 Islands,9,25,66,documentary
La Lumière des Femmes,7,8,53,documentary
Marias,6.5,7,80,documentary
Un pasteur,6.4,25,71,documentary
Rama Ayodhya,7.2,13,94,documentary
Hydroelectric Joy,6.2,12,60,documentary
Survivors Speak: Domestic Abuse and the Legal System,9.8,14,42,documentary
Bootay: Untold - The art of losing,8.6,13,119,documentary
Fist Bump,8.5,18,60,documentary
Forever the End of Aging,9.5,10,84,documentary
"Phil Wang: Wang in There, Baby!",5.8,237,61,documentary
Trustworthy,9.5,20,67,documentary
"Die Kraft des Zyklus - Neue Forschung, alte Tabus",7.6,6,52,documentary
Grandpa Guru,8.5,16,91,documentary
Code the Road,8.7,6,93,documentary
Sister Úna Lived a Good Death,8.8,15,72,documentary
Britain's Nuclear Bomb Scandal: Our Story,8.3,20,74,documentary
I Should Have Been Dead Years Ago,7.6,5,101,documentary
W strone slonca,6.8,11,90,documentary
Skärvor,6.1,17,76,documentary
No Perfect Formula,8.2,15,90,documentary
Generazione di Fenomeni,7.8,8,90,documentary
"Younost, une jeunesse russe",8.7,10,112,documentary
Abel Azcona: el artista detonante,8.6,7,62,documentary
Prefiro condenarme,6.4,5,88,documentary
Empty Love,9,9,60,documentary
Bird's nest,9.4,18,120,documentary
"Tokito: Kakushin no Ryôri-nin-tachi, 540-nichi no Kiroku",8.5,8,84,documentary
C'era una volta il Derby Club,7.4,16,90,documentary
Als ik mijn ogen sluit,7.8,35,95,documentary
Death at the Faucet: The Untold Story,5,18,74,documentary
A.P. Giannini - Bank to the future,7.8,11,73,documentary
Kim Dae Jung on the Road,2.3,73,126,documentary
Resonance Spiral,6.4,9,92,documentary
What the Punk!,7.1,14,82,documentary
Wild Slovakia with Nigel Marven,9.1,29,49,documentary
Berlin Utopiekadaver,7.1,16,92,documentary
O kokkinos daskalos,7.8,25,100,documentary
Cose che accadono sulla terra,7.5,15,83,documentary
Vavel the Band,9.4,16,77,documentary
Beyond the Legend: Bigfoot Gone Wild,6,19,106,documentary
Social Workers at War,5,9,50,documentary
Glyadyelov,7.1,9,97,documentary
Sodan ja rauhan lapset,7.5,26,65,documentary
And They Will Talk About Us,7.5,7,103,documentary
Stesti a dobro vsem,6.9,10,104,documentary
